Area,Address,Price,Price(USD),Cluster,Parking,Warehouse,Elevator,Room
86.0,Pardis,610000000.0,20333.329999999987,0,True,True,True,2
110.0,Pardis,1870000000.0,62333.33,2,True,True,False,2
88.0,Pardis,740000000.0,24666.670000000013,0,True,True,True,2
85.0,Pardis,780000000.0,26000.0,0,True,True,True,2
100.0,Pirouzi,3000000000.0,100000.0,0,True,True,True,2
87.0,Pardis,715000000.0,23833.329999999987,0,True,True,True,2
91.0,Salsabil,2093000000.0,69766.67,0,True,True,True,2
87.0,Pardis,650000000.0,21666.670000000013,0,True,True,True,2
170.0,Kook,7140000000.0,238000.0,0,True,True,True,2
89.0,Moniriyeh,2047000000.0,68233.33,0,True,True,True,2
64.0,Saadat Abad,3200000000.0,106666.67,0,True,True,True,2
89.0,Northern Janatabad,3100000000.0,103333.33,0,True,True,True,2
75.0,Air force,1650000000.0,55000.0,4,False,False,False,2
105.0,Air force,3990000000.0,133000.0,0,True,True,True,2
111.0,Saadat Abad,6800000000.0,226666.67,0,True,True,True,2
133.0,Sohanak,7448000000.0,248266.67,0,True,True,True,3
65.0,Saadat Abad,3250000000.0,108333.33,2,True,True,False,1
65.0,Lavizan,2650000000.0,88333.32999999999,3,False,True,True,1
112.0,Gheitarieh,8200000000.0,273333.33,0,True,True,True,2
147.0,Ekhtiarieh,8400000000.0,280000.0,0,True,True,True,3
67.0,Southern Janatabad,3450000000.0,115000.0,0,True,True,True,1
66.0,Narmak,2510000000.0,83666.67,0,True,True,True,2
75.0,Shahr-e-Ziba,1880000000.0,62666.67,2,True,True,False,2
103.0,Saadat Abad,5200000000.0,173333.33,0,True,True,True,2
68.0,West Ferdows Boulevard,3570000000.0,119000.0,0,True,True,True,1
115.0,Andisheh,1900000000.0,63333.330000000016,0,True,True,True,2
150.0,Narmak,8400000000.0,280000.0,0,True,True,True,3
78.0,Qasr-od-Dasht,2000000000.0,66666.67,0,True,True,True,2
100.0,Persian Gulf Martyrs Lake,1000000000.0,33333.32999999999,0,True,True,True,2
58.0,Punak,2650000000.0,88333.32999999999,0,True,True,True,1
90.0,Punak,4200000000.0,140000.0,0,True,True,True,2
48.0,Punak,2250000000.0,75000.0,0,True,True,True,1
70.0,Punak,2800000000.0,93333.33,0,True,True,True,2
86.0,Punak,4200000000.0,140000.0,0,True,True,True,2
79.0,Pardis,550000000.0,18333.329999999987,0,True,True,True,2
88.0,Central Janatabad,3600000000.0,120000.0,0,True,True,True,2
64.0,Jeyhoon,1500000000.0,50000.0,2,True,True,False,2
50.0,Pirouzi,1260000000.0,42000.0,1,False,True,False,1
87.0,Pardis,540000000.0,18000.0,0,True,True,True,2
84.0,Pardis,550000000.0,18333.329999999987,0,True,True,True,2
84.0,Pardis,560000000.0,18666.670000000013,0,True,True,True,2
84.0,Pardis,540000000.0,18000.0,0,True,True,True,2
84.0,Pardis,550000000.0,18333.329999999987,0,True,True,True,2
80.0,Northern Janatabad,3250000000.0,108333.33,2,True,True,False,2
125.0,Kamranieh,8700000000.0,290000.0,0,True,True,True,2
65.0,Punak,2350000000.0,78333.33,0,True,True,True,2
105.0,Southern Janatabad,5300000000.0,176666.67,0,True,True,True,2
93.0,Central Janatabad,4650000000.0,155000.0,0,True,True,True,2
110.0,Central Janatabad,4500000000.0,150000.0,0,True,True,True,2
95.0,Saadat Abad,5700000000.0,190000.0,0,True,True,True,2
140.0,Saadat Abad,8400000000.0,280000.0,0,True,True,True,2
86.0,Southern Janatabad,3200000000.0,106666.67,0,True,True,True,2
70.0,Saadat Abad,3900000000.0,130000.0,0,True,True,True,2
72.0,Southern Janatabad,3150000000.0,105000.0,0,True,True,True,2
73.0,Saadat Abad,3900000000.0,130000.0,0,True,True,True,2
75.0,Central Janatabad,3200000000.0,106666.67,0,True,True,True,1
67.0,West Ferdows Boulevard,2200000000.0,73333.33,0,True,True,True,2
68.0,East Ferdows Boulevard,2700000000.0,90000.0,0,True,True,True,2
88.0,Pardis,1900000000.0,63333.330000000016,0,True,True,True,2
111.0,Saadat Abad,5661000000.0,188700.0,0,True,True,True,2
98.0,West Ferdows Boulevard,3750000000.0,125000.0,2,True,True,False,2
62.0,West Ferdows Boulevard,2750000000.0,91666.67,0,True,True,True,2
80.0,Central Janatabad,4240000000.0,141333.33,0,True,True,True,2
82.0,Pardis,1100000000.0,36666.67000000001,0,True,True,True,2
76.0,Saadat Abad,4000000000.0,133333.33,0,True,True,True,2
96.0,Shahrake Gharb,4800000000.0,160000.0,0,True,True,True,2
103.0,Saadat Abad,5200000000.0,173333.33,0,True,True,True,2
135.0,Saadat Abad,8700000000.0,290000.0,0,True,False,True,3
120.0,Shahrake Qods,1050000000.0,35000.0,0,True,True,True,2
160.0,Pardis,2000000000.0,66666.67,0,True,True,True,2
51.0,Pirouzi,1300000000.0000005,43333.32999999999,3,False,True,True,1
75.0,Ekhtiarieh,3900000000.0,130000.0,0,True,True,True,1
93.0,Shahrake Qods,1181100000.0000005,39370.0,0,True,True,True,2
84.0,Shahrake Qods,1150800000.0,38360.0,0,True,True,True,2
92.0,Shahrake Qods,1012000000.0,33733.32999999999,3,False,True,True,2
105.0,Shahrake Qods,1365000000.0,45500.0,0,True,True,True,2
67.0,Central Janatabad,2400000000.0,80000.0,2,True,True,False,2
100.0,Ekhtiarieh,5500000000.0,183333.33,0,True,True,True,2
162.0,Pasdaran,7600000000.0,253333.33,0,True,True,True,3
43.0,Shahran,2080000000.0,69333.33,0,True,True,True,1
93.0,Northern Janatabad,4140000000.0,138000.0,0,True,True,True,2
60.0,Persian Gulf Martyrs Lake,295000000.0,9833.329999999987,0,True,True,True,1
87.0,Pardis,795000000.0,26500.0,0,True,True,True,2
100.0,Heravi,5500000000.0,183333.33,0,True,True,True,2
124.0,Heravi,7040000000.0,234666.67,0,True,True,True,2
58.0,Central Janatabad,2080000000.0,69333.33,2,True,True,False,2
88.0,Amirieh,2024000000.0,67466.67,0,True,True,True,2
61.0,Central Janatabad,2180000000.0,72666.67000000001,2,True,True,False,1
87.0,Pardis,670000000.0,22333.329999999987,0,True,True,True,2
121.0,Pardis,630000000.0,21000.0,0,True,True,True,3
105.0,Pardis,955000000.0,31833.329999999987,0,True,True,True,2
100.0,Pardis,500000000.0,16666.670000000013,0,True,True,True,3
105.0,Pardis,980000000.0,32666.670000000013,0,True,True,True,2
69.0,Shahr-e-Ziba,2050000000.0,68333.33,0,True,True,True,2
145.0,Heravi,7541000000.0,251366.67,0,True,True,True,3
51.0,Pirouzi,1275000000.0,42500.0,3,False,True,True,1
87.0,Pardis,490000000.0,16333.329999999987,0,True,True,True,2
116.0,Dehkade Olampic,4350000000.0,145000.0,0,True,True,True,2
95.0,Jeyhoon,2280000000.0,76000.0,0,True,True,True,2
75.0,Jeyhoon,2250000000.0,75000.0,0,True,True,True,2
86.0,Komeil,1978000000.0,65933.33,0,True,True,True,2
95.0,Punak,4200000000.0,140000.0,0,True,True,True,2
88.0,Valiasr,2024000000.0,67466.67,0,True,True,True,2
93.0,Amir Bahador,2139000000.0,71300.0,0,True,True,True,2
70.0,Amirieh,1630000000.0,54333.33,0,True,True,True,2
81.0,Central Janatabad,4000000000.0,133333.33,0,True,True,True,2
109.0,Shahran,3500000000.0,116666.67,0,True,True,True,2
122.0,Aqdasieh,7000000000.0,233333.33,0,True,True,True,2
70.0,Central Janatabad,3100000000.0,103333.33,0,True,True,True,1
60.0,West Ferdows Boulevard,2450000000.0,81666.67,0,True,True,True,1
53.0,East Ferdows Boulevard,1920000000.0,64000.0,2,True,True,False,1
45.0,Ostad Moein,1199999999.9999995,39999.99999999997,4,False,False,False,1
58.0,Punak,1900000000.0,63333.330000000016,2,True,True,False,1
140.0,Dehkade Olampic,4400000000.0,146666.67,0,True,True,True,3
100.0,Kook,3580000000.0,119333.33,0,True,True,True,2
96.0,Azadshahr,3750000000.0,125000.0,0,True,True,True,2
79.0,East Ferdows Boulevard,2850000000.0,95000.0,0,True,True,True,2
125.0,Persian Gulf Martyrs Lake,3750000000.0,125000.0,0,True,True,True,3
75.0,Northern Janatabad,3050000000.0,101666.67,0,True,True,True,2
145.0,Azadshahr,4500000000.0,150000.0,0,True,True,True,2
102.0,Railway,4520000000.0,150666.67,2,True,True,False,2
115.0,Zibadasht,4350000000.0,145000.0,0,True,True,True,2
140.0,Persian Gulf Martyrs Lake,8500000000.0,283333.33,0,True,True,True,3
66.0,Punak,3300000000.0,110000.0,0,True,True,True,1
161.0,Persian Gulf Martyrs Lake,8350000000.0,278333.33,0,True,True,True,3
102.0,Persian Gulf Martyrs Lake,4500000000.0,150000.0,0,True,True,True,2
145.0,Persian Gulf Martyrs Lake,5100000000.0,170000.0,0,True,True,True,4
95.0,Shahr-e-Ziba,2970000000.0,99000.0,0,True,True,True,2
78.0,Parand,460000000.0,15333.329999999987,0,True,True,True,2
90.0,East Ferdows Boulevard,3150000000.0,105000.0,0,True,True,True,2
66.0,Ostad Moein,1089999999.9999995,36333.32999999999,2,True,True,False,1
48.0,Jeyhoon,810000000.0,27000.0,0,True,True,True,1
85.0,Shahran,3200000000.0,106666.67,0,True,True,True,2
63.0,Salsabil,2000000000.0,66666.67,0,True,True,True,1
105.0,Dehkade Olampic,1035000000.0,34500.0,0,True,True,True,2
55.0,Komeil,1089999999.9999995,36333.32999999999,2,True,True,False,1
103.0,Northern Chitgar,1035000000.0,34500.0,0,True,True,True,2
101.0,Southern Chitgar,1035000000.0,34500.0,0,True,True,True,2
106.0,Islamshahr,1245000000.0000005,41500.0,2,True,True,False,2
100.0,Persian Gulf Martyrs Lake,1035000000.0,34500.0,0,True,True,True,2
77.0,Shahran,2650000000.0,88333.32999999999,0,True,True,True,2
66.0,Central Janatabad,2700000000.0,90000.0,0,True,True,True,2
105.0,Shahr-e-Ziba,3600000000.0,120000.0,0,True,True,True,3
118.0,Shahran,3900000000.0,130000.0,0,True,True,True,2
151.0,Shahrake Qods,1510000000.0,50333.33,0,True,True,True,3
86.0,Pardis,500000000.0,16666.670000000013,0,True,True,True,2
85.0,Pardis,600000000.0,20000.0,0,True,True,True,2
86.0,Pardis,750000000.0,25000.0,0,True,True,True,2
86.0,Pardis,600000000.0,20000.0,0,True,True,True,2
75.0,Central Janatabad,3300000000.0,110000.0,0,True,True,True,2
46.0,Andisheh,450000000.0,14999.99999999997,2,True,True,False,1
98.0,Pardis,570000000.0,19000.0,0,True,True,True,2
90.0,Zaferanieh,6700000000.0,223333.33,0,True,True,True,2
70.0,Southern Janatabad,2950000000.0,98333.33,0,True,True,True,2
40.0,Andisheh,350000000.0,11666.670000000013,0,True,True,True,1
58.0,North Program Organization,2750000000.0,91666.67,0,True,True,True,1
90.0,Amirabad,4590000000.0,153000.0,0,True,True,True,2
78.0,East Ferdows Boulevard,3300000000.0,110000.0,0,True,True,True,2
82.0,Dorous,4200000000.0,140000.0,0,True,True,True,2
115.0,Gheitarieh,7485000000.0,249500.0,0,True,True,True,3
55.0,Karoon,850000000.0,28333.329999999987,1,False,True,False,1
50.0,Salsabil,1500000000.0,50000.0,0,True,True,True,1
75.0,Pardis,60000000.0,2000.0,0,True,True,True,2
97.0,Pardis,900000000.0,30000.0,0,True,True,True,2
50.0,Narmak,1750000000.0,58333.33,2,True,True,False,1
117.0,Heravi,6100000000.0,203333.33,0,True,True,True,2
72.0,Andisheh,730000000.0,24333.329999999987,2,True,True,False,1
170.0,Heravi,7950000000.0,265000.0,0,True,True,True,3
58.0,West Ferdows Boulevard,2050000000.0,68333.33,0,True,True,True,1
57.00000000000001,Shahran,1950000000.0,65000.0,0,True,True,True,1
115.0,Farmanieh,8100000000.0,270000.0,0,True,True,True,3
50.0,Pirouzi,1199999999.9999995,39999.99999999997,0,True,True,True,1
84.0,Parand,850000000.0,28333.329999999987,2,True,True,False,2
78.0,Shahrake Qods,580000000.0,19333.329999999987,1,False,True,False,2
64.0,Andisheh,960000000.0,32000.0,2,True,True,False,2
113.0,Punak,6500000000.0,216666.67,0,True,True,True,2
111.0,Heravi,6050000000.0,201666.67,0,True,True,True,2
128.0,Heravi,6500000000.0,216666.67,0,True,True,True,3
131.0,Saadat Abad,7980000000.0,266000.0,0,True,True,True,2
105.0,Heravi,6000000000.0,200000.0,0,True,True,True,3
87.0,Pardis,650000000.0,21666.670000000013,0,True,True,True,2
61.0,Salsabil,1100000000.0,36666.67000000001,2,True,True,False,2
140.0,Ozgol,6300000000.0,210000.0,0,True,True,True,3
122.0,Saadat Abad,7900000000.0,263333.33,0,True,True,True,2
69.0,Mirdamad,3795000000.0,126500.0,0,True,True,True,2
95.0,Punak,6700000000.0,223333.33,0,True,True,True,2
90.0,Abbasabad,4000000000.0,133333.33,0,True,True,True,2
57.00000000000001,Ostad Moein,1600000000.0,53333.33,0,True,True,True,1
81.0,Andisheh,1109700000.0,36990.0,2,True,True,False,2
94.0,Andisheh,1249999999.9999995,41666.67000000001,0,True,True,True,2
134.0,Kahrizak,1608000000.0,53600.0,0,True,True,True,2
74.0,Parand,315000000.0,10500.0,5,False,False,True,2
44.0,Andisheh,585000000.0,19500.0,2,True,True,False,1
100.0,Qasr-od-Dasht,3250000000.0,108333.33,0,True,True,True,2
54.0,Shahran,1850000000.0,61666.67,2,True,True,False,2
96.0,Amirieh,2210000000.0,73666.67,0,True,True,True,2
90.0,Karoon,2400000000.0,80000.0,0,True,True,True,2
90.0,Shahran,3170000000.0,105666.67,0,True,True,True,2
68.0,Karoon,1100000000.0,36666.67000000001,4,False,False,False,2
68.0,Karoon,1100000000.0,36666.67000000001,4,False,False,False,2
90.0,Shahran,3200000000.0,106666.67,0,True,True,True,2
97.0,Punak,4700000000.0,156666.67,0,True,True,True,2
78.0,Punak,2730000000.0,91000.0,2,True,True,False,2
125.0,Shahran,5550000000.0,185000.0,0,True,True,True,3
97.0,Farmanieh,5950000000.0,198333.33,0,True,True,True,2
100.0,Farmanieh,6200000000.0,206666.67,0,True,True,True,2
63.0,Feiz Garden,2100000000.0,70000.0,0,True,True,True,2
57.00000000000001,Punak,2000000000.0,66666.67,0,True,True,True,1
80.0,Razi,1390000000.0,46333.32999999999,0,True,True,True,2
88.0,Razi,1574000000.0,52466.67,0,True,True,True,2
94.0,Razi,1712000000.0,57066.67,0,True,True,True,2
109.0,Feiz Garden,4230000000.0,141000.0,0,True,True,True,3
78.0,Heravi,3300000000.0,110000.0,0,True,True,True,2
140.0,Heravi,6800000000.0,226666.67,0,True,True,True,3
100.0,Pardis,500000000.0,16666.670000000013,0,True,True,True,2
95.0,Shahr-e-Ziba,3150000000.0,105000.0,0,True,True,True,2
85.0,Parand,1149999999.9999995,38333.32999999999,0,True,True,True,2
83.0,East Pars,2575000000.0,85833.33,0,True,True,True,2
100.0,Pasdaran,5500000000.0,183333.33,0,True,True,True,2
60.0,Pasdaran,3450000000.0,115000.0,0,True,True,True,2
82.0,Narmak,3050000000.0,101666.67,0,True,True,True,2
150.0,Beryanak,2800000000.0,93333.33,0,True,True,True,3
49.0,Islamshahr,460000000.0,15333.329999999987,2,True,True,False,1
77.0,Parand,440000000.0,14666.670000000013,4,False,False,False,2
63.0,Shahr-e-Ziba,2080000000.0,69333.33,0,True,True,True,1
125.0,Parand,1300000000.0000005,43333.32999999999,2,True,True,False,3
45.0,East Ferdows Boulevard,1900000000.0,63333.330000000016,0,True,True,True,1
135.0,Qalandari,7500000000.0,250000.0,0,True,True,True,3
80.0,Qalandari,4700000000.0,156666.67,3,True,False,True,2
125.0,Punak,6300000000.0,210000.0,0,True,True,True,3
95.0,Qalandari,6250000000.0,208333.33,0,True,True,True,2
85.0,Qalandari,4500000000.0,150000.0,0,True,True,True,2
110.0,Qalandari,8100000000.0,270000.0,0,True,True,True,2
63.0,Shahr-e-Ziba,2350000000.0,78333.33,0,True,True,True,1
60.0,Saadat Abad,3600000000.0,120000.0,0,True,True,True,1
55.0,East Ferdows Boulevard,1830000000.0,61000.0,0,True,True,True,1
140.0,Jordan,7700000000.0,256666.67,0,True,True,True,3
147.0,Jordan,8700000000.0,290000.0,0,True,True,True,3
83.0,Shahr-e-Ziba,2400000000.0,80000.0,0,True,True,True,2
105.0,Pardis,514000000.0,17133.329999999987,0,True,True,True,2
55.0,East Ferdows Boulevard,2000000000.0,66666.67,0,True,True,True,1
62.0,Punak,2100000000.0,70000.0,0,True,True,True,2
55.0,Persian Gulf Martyrs Lake,1900000000.0,63333.330000000016,0,True,True,True,1
75.0,West Ferdows Boulevard,1950000000.0,65000.0,2,True,True,False,2
95.0,West Ferdows Boulevard,4200000000.0,140000.0,0,True,True,True,2
89.0,Central Janatabad,3620000000.0,120666.67,0,True,True,True,2
51.0,Southern Janatabad,1720000000.0,57333.33,2,True,True,False,1
145.0,Punak,7600000000.0,253333.33,0,True,True,True,3
115.0,Punak,5000000000.0,166666.67,0,True,True,True,3
130.0,Shahrake Gharb,8450000000.0,281666.67,0,True,True,True,3
62.0,Qasr-od-Dasht,950000000.0,31666.670000000013,1,False,True,False,1
94.0,Shahr-e-Ziba,3160000000.0,105333.33,0,True,True,True,2
87.0,Pardis,726000000.0,24199.99999999997,0,True,True,True,2
51.0,Komeil,1050000000.0,35000.0,3,False,True,True,2
95.0,Shahr-e-Ziba,2870000000.0,95666.67,0,True,True,True,2
80.0,Jeyhoon,2150000000.0,71666.67,0,True,True,True,2
145.0,Punak,4300000000.0,143333.33,0,True,True,True,3
88.0,Ekbatan,3940000000.0,131333.33,0,True,True,True,2
94.0,Shahran,4700000000.0,156666.67,0,True,True,True,2
89.0,Ekhtiarieh,3300000000.0,110000.0,0,True,True,True,2
62.0,Pasdaran,3400000000.0,113333.33,2,True,True,False,2
136.0,Punak,7550000000.0,251666.67,0,True,True,True,3
60.0,Feiz Garden,2450000000.0,81666.67,0,True,True,True,1
120.0,Southern Janatabad,5000000000.0,166666.67,0,True,True,True,3
137.0,Pakdasht,1750000000.0,58333.33,0,True,True,True,3
71.0,Andisheh,940000000.0,31333.329999999987,2,True,True,False,2
80.0,Andisheh,1110000000.0,37000.0,2,True,True,False,2
84.0,Andisheh,1590000000.0,53000.0,0,True,True,True,3
77.0,Gheitarieh,5544000000.0,184800.0,0,True,True,True,2
74.0,Shahran,4100000000.0,136666.67,0,True,True,True,2
130.0,Shahr-e-Ziba,5400000000.0,180000.0,0,True,True,True,3
70.0,Southern Janatabad,2400000000.0,80000.0,0,True,True,True,2
75.0,Parand,389000000.0,12966.670000000013,3,False,True,True,2
83.0,Pasdaran,5000000000.0,166666.67,3,True,False,True,2
65.0,Central Janatabad,3500000000.0,116666.67,0,True,True,True,1
62.0,Qasr-od-Dasht,1100000000.0,36666.67000000001,1,False,True,False,1
140.0,Southern Chitgar,1484000000.0,49466.67,0,True,True,True,3
102.0,Gheitarieh,8100000000.0,270000.0,0,True,True,True,2
138.0,Kahrizak,1242000000.0,41400.0,0,True,True,True,3
49.0,Andisheh,380000000.0,12666.670000000013,2,True,True,False,1
48.0,Salsabil,995000000.0,33166.67000000001,2,True,True,False,1
68.0,Pirouzi,1550000000.0,51666.67,2,True,True,False,2
128.0,Marzdaran,5200000000.0,173333.33,0,True,True,True,3
60.0,Pirouzi,1380000000.0,46000.0,0,True,True,True,1
85.0,Northern Janatabad,3200000000.0,106666.67,0,True,True,True,2
85.0,Islamshahr,565000000.0,18833.329999999987,0,True,True,True,2
78.0,Islamshahr,550000000.0,18333.329999999987,1,True,False,False,2
38.0,Pirouzi,850000000.0,28333.329999999987,2,True,True,False,1
92.0,Pirouzi,2760000000.0,92000.0,3,True,False,True,2
95.0,Shahran,4650000000.0,155000.0,0,True,True,True,2
105.0,East Ferdows Boulevard,3900000000.0,130000.0,0,True,True,True,3
92.0,Pardis,550000000.0,18333.329999999987,5,False,False,True,2
76.0,West Ferdows Boulevard,2400000000.0,80000.0,2,True,True,False,2
85.0,Yaftabad,1249999999.9999995,41666.67000000001,0,True,True,True,2
85.0,Yaftabad,1249999999.9999995,41666.67000000001,0,True,True,True,2
50.0,Ray,750000000.0,25000.0,3,True,False,True,1
78.0,West Ferdows Boulevard,2650000000.0,88333.32999999999,0,True,True,True,2
54.0,East Ferdows Boulevard,2150000000.0,71666.67,0,True,True,True,1
100.0,Shahr-e-Ziba,3800000000.0,126666.67,0,True,True,True,2
100.0,East Ferdows Boulevard,3500000000.0,116666.67,0,True,True,True,2
110.0,Jeyhoon,2330000000.0,77666.67,0,True,True,True,3
57.00000000000001,East Ferdows Boulevard,2050000000.0,68333.33,0,True,True,True,1
63.0,Andisheh,870000000.0,29000.0,2,True,True,False,2
100.0,Ostad Moein,3600000000.0,120000.0,0,True,True,True,2
80.0,Shahrake Qods,560000000.0,18666.670000000013,1,False,True,False,1
115.0,East Ferdows Boulevard,4200000000.0,140000.0,0,True,True,True,2
68.0,West Ferdows Boulevard,1950000000.0,65000.0,2,True,True,False,1
75.0,East Ferdows Boulevard,2350000000.0,78333.33,0,True,True,True,2
48.0,West Ferdows Boulevard,1900000000.0,63333.330000000016,2,True,True,False,1
75.0,West Ferdows Boulevard,2450000000.0,81666.67,2,True,True,False,2
115.0,Shahran,5000000000.0,166666.67,0,True,True,True,2
106.0,East Ferdows Boulevard,3500000000.0,116666.67,0,True,True,True,2
56.0,East Ferdows Boulevard,1980000000.0,66000.0,0,True,True,True,1
58.0,East Ferdows Boulevard,2080000000.0,69333.33,0,True,True,True,1
95.0,Central Janatabad,3700000000.0,123333.33,0,True,True,True,2
50.0,West Ferdows Boulevard,1900000000.0,63333.330000000016,0,True,True,True,1
60.0,Central Janatabad,2100000000.0,70000.0,2,True,True,False,2
60.0,East Ferdows Boulevard,1920000000.0,64000.0,0,True,True,True,1
92.0,Mehran,2500000000.0,83333.33,2,True,True,False,2
57.00000000000001,West Ferdows Boulevard,2300000000.0,76666.67,0,True,True,True,1
72.0,West Ferdows Boulevard,2300000000.0,76666.67,2,True,True,False,2
71.0,East Ferdows Boulevard,2280000000.0,76000.0,2,True,True,False,2
123.0,Northren Jamalzadeh,3600000000.0,120000.0,0,True,True,True,2
50.0,West Ferdows Boulevard,1950000000.0,65000.0,0,True,True,True,1
58.0,Shahr-e-Ziba,1850000000.0,61666.67,0,True,True,True,1
54.0,East Ferdows Boulevard,2050000000.0,68333.33,0,True,True,True,1
85.0,Shahr-e-Ziba,2350000000.0,78333.33,0,True,True,True,2
85.0,West Ferdows Boulevard,3450000000.0,115000.0,0,True,True,True,2
125.0,Nasim Shahr,1300000000.0000005,43333.32999999999,3,False,True,True,3
55.0,East Ferdows Boulevard,1920000000.0,64000.0,0,True,True,True,1
72.0,West Ferdows Boulevard,2500000000.0,83333.33,0,True,True,True,2
58.0,Shahr-e-Ziba,1850000000.0,61666.67,0,True,True,True,1
115.0,East Ferdows Boulevard,5200000000.0,173333.33,0,True,True,True,2
100.0,West Ferdows Boulevard,3450000000.0,115000.0,0,True,True,True,2
116.0,Persian Gulf Martyrs Lake,4170000000.0,139000.0,0,True,True,True,2
105.0,Persian Gulf Martyrs Lake,3250000000.0,108333.33,0,True,True,True,2
60.0,East Ferdows Boulevard,1800000000.0,60000.0,2,True,True,False,1
53.0,Feiz Garden,2120000000.0,70666.67,0,True,True,True,1
55.0,East Ferdows Boulevard,1780000000.0,59333.33,0,True,True,True,1
76.0,East Ferdows Boulevard,2250000000.0,75000.0,0,True,True,True,2
111.0,Persian Gulf Martyrs Lake,3500000000.0,116666.67,0,True,True,True,3
77.0,Golestan,2150000000.0,71666.67,0,True,True,True,2
58.0,East Ferdows Boulevard,1860000000.0,62000.0,0,True,True,True,1
94.0,Southern Program Organization,3200000000.0,106666.67,2,True,True,False,2
58.0,Shahr-e-Ziba,1880000000.0,62666.67,0,True,True,True,1
108.0,Golestan,3300000000.0,110000.0,0,True,True,True,2
56.0,Feiz Garden,2000000000.0,66666.67,0,True,True,True,1
84.0,North Program Organization,3250000000.0,108333.33,0,True,True,True,2
60.0,Azarbaijan,1950000000.0,65000.0,0,True,True,True,2
53.0,Pardis,470000000.0,15666.670000000013,3,False,True,True,1
73.0,Pirouzi,2555000000.0,85166.66999999998,0,True,True,True,2
73.0,Pirouzi,1970000000.0,65666.67,5,False,False,True,2
150.0,Pirouzi,5100000000.0,170000.0,0,True,True,True,3
114.0,Pirouzi,3762000000.0,125400.0,0,True,True,True,2
66.0,Ostad Moein,1585000000.0,52833.33,0,True,True,True,2
53.0,Pardis,540000000.0,18000.0,3,False,True,True,1
125.0,Pirouzi,4000000000.0,133333.33,0,True,True,True,3
105.0,Koohsar,4000000000.0,133333.33,0,True,True,True,2
135.0,Tenant,4050000000.0,135000.0,0,True,True,True,3
137.0,Shams Abad,4660000000.0,155333.33,0,True,True,True,3
90.0,Central Janatabad,3200000000.0,106666.67,2,True,True,False,2
125.0,Southern Janatabad,6625000000.0,220833.33,0,True,True,True,2
52.0,East Ferdows Boulevard,2300000000.0,76666.67,0,True,True,True,1
110.0,Persian Gulf Martyrs Lake,3100000000.0,103333.33,0,True,True,True,3
110.0,Persian Gulf Martyrs Lake,3100000000.0,103333.33,0,True,True,True,3
112.0,Persian Gulf Martyrs Lake,3300000000.0,110000.0,3,True,False,True,2
65.0,Shahran,2150000000.0,71666.67,0,True,True,True,2
48.0,Andisheh,400000000.0,13333.329999999987,0,True,True,True,1
105.0,Persian Gulf Martyrs Lake,2800000000.0,93333.33,0,True,True,True,2
56.0,Shahr-e-Ziba,2240000000.0,74666.67,0,True,True,True,1
108.0,Golestan,1900000000.0,63333.330000000016,0,True,True,True,2
78.0,Southern Janatabad,2920000000.0,97333.33,0,True,True,True,2
85.0,Parand,520000000.0,17333.329999999987,0,True,True,True,2
105.0,Pardis,535000000.0,17833.329999999987,0,True,True,True,2
140.0,Punak,6200000000.0,206666.67,0,True,True,True,3
66.0,Ostad Moein,1580000000.0,52666.67,0,True,True,True,2
121.0,Persian Gulf Martyrs Lake,3650000000.0,121666.67,0,True,True,True,3
105.0,Persian Gulf Martyrs Lake,3250000000.0,108333.33,0,True,True,True,2
150.0,Chardangeh,1199999999.9999995,39999.99999999997,3,False,True,True,2
98.0,Central Janatabad,4480000000.0,149333.33,0,True,True,True,2
108.0,Persian Gulf Martyrs Lake,3350000000.0,111666.67,0,True,True,True,2
95.0,Ostad Moein,2600000000.0,86666.67,0,True,True,True,2
64.0,Fallah,900000000.0,30000.0,5,False,False,True,1
75.0,Fallah,1875000000.0,62500.0,3,True,False,True,1
50.0,West Ferdows Boulevard,1950000000.0,65000.0,0,True,True,True,1
90.0,Persian Gulf Martyrs Lake,2500000000.0,83333.33,0,True,True,True,2
93.0,Fallah,1510000000.0,50333.33,0,True,True,True,2
148.0,Persian Gulf Martyrs Lake,5750000000.0,191666.67,0,True,True,True,3
64.0,Eskandari,1050000000.0,35000.0,1,False,True,False,1
114.0,Persian Gulf Martyrs Lake,3600000000.0,120000.0,0,True,True,True,2
107.0,Persian Gulf Martyrs Lake,3500000000.0,116666.67,0,True,True,True,2
113.0,Persian Gulf Martyrs Lake,3270000000.0,109000.0,0,True,True,True,2
115.0,Gheitarieh,7400000000.0,246666.67,0,True,True,True,2
115.0,Persian Gulf Martyrs Lake,3600000000.0,120000.0,0,True,True,True,2
120.0,Gholhak,8400000000.0,280000.0,0,True,True,True,2
76.0,Central Janatabad,2700000000.0,90000.0,0,True,True,True,2
106.0,North Program Organization,4520000000.0,150666.67,0,True,True,True,2
105.0,Gheitarieh,6900000000.0,230000.0,0,True,True,True,2
87.0,Ray,1570000000.0,52333.33,5,False,False,True,2
68.0,Ostad Moein,1970000000.0,65666.67,0,True,True,True,2
70.0,Punak,2580000000.0,86000.0,0,True,True,True,2
165.0,Ostad Moein,5250000000.0,175000.0,0,True,True,True,3
50.0,West Ferdows Boulevard,1950000000.0,65000.0,0,True,True,True,1
70.0,Saadat Abad,4800000000.0,160000.0,0,True,True,True,2
